latitude,longitude,acq_date,month,acq_time,daynight,confidence,brightness,bright_t31,frp,satellite,instrument,type,source_file,label
10.7245,105.9016,2026-01-01,1,747,D,59,312.2,298.4,6.3,Aqua,MODIS,0,archive,1
11.181,106.35,2026-01-01,1,747,D,61,312.5,297.9,5.7,Aqua,MODIS,0,archive,1
10.9074,108.0405,2026-01-01,1,747,D,69,316.8,300.9,8.2,Aqua,MODIS,0,archive,1
10.9061,108.0316,2026-01-01,1,747,D,86,333.1,302.6,26.5,Aqua,MODIS,0,archive,1
10.7054,106.2054,2026-01-01,1,747,D,56,311.6,295.1,5.6,Aqua,MODIS,0,archive,1
10.7179,106.1042,2026-01-01,1,747,D,59,312.4,296.6,6.8,Aqua,MODIS,0,archive,1
10.7091,105.8632,2026-01-01,1,747,D,68,316.2,298.8,9.8,Aqua,MODIS,0,archive,1
11.1774,106.0198,2026-01-01,1,747,D,69,316.7,297.1,9.8,Aqua,MODIS,0,archive,1
14.321,108.9294,2026-01-01,1,748,D,57,307.2,295.9,5.2,Aqua,MODIS,0,archive,1
14.3519,109.0175,2026-01-01,1,748,D,45,306.2,294.4,4.2,Aqua,MODIS,0,archive,1
14.359,108.8675,2026-01-01,1,748,D,43,307.8,294.6,6.3,Aqua,MODIS,0,archive,1
14.3666,108.6593,2026-01-01,1,748,D,63,311.6,291.7,9.9,Aqua,MODIS,0,archive,1
14.3653,108.6498,2026-01-01,1,748,D,70,316.5,292.3,14.4,Aqua,MODIS,0,archive,1
14.821,108.8777,2026-01-01,1,748,D,43,309.4,295.2,6.6,Aqua,MODIS,0,archive,1
14.8189,108.7292,2026-01-01,1,748,D,51,306.9,292.5,5.8,Aqua,MODIS,0,archive,1
14.8537,108.714,2026-01-01,1,748,D,57,306.2,294.6,5.5,Aqua,MODIS,0,archive,1
15.324,108.6462,2026-01-01,1,748,D,59,306.6,293.7,5.1,Aqua,MODIS,0,archive,1
15.333,108.6447,2026-01-01,1,748,D,59,308.1,294.6,6.5,Aqua,MODIS,0,archive,1
11.9531,107.877,2026-01-01,1,748,D,47,306.4,292.8,3.8,Aqua,MODIS,0,archive,1
11.8083,106.4568,2026-01-01,1,748,D,50,310.4,296.9,4.3,Aqua,MODIS,0,archive,1
12.1989,107.9022,2026-01-01,1,748,D,57,308.0,292.5,5.6,Aqua,MODIS,0,archive,1
12.3106,108.1621,2026-01-01,1,748,D,92,341.3,293.4,43.1,Aqua,MODIS,0,archive,1
12.7296,108.8337,2026-01-01,1,748,D,51,317.7,292.5,12.4,Aqua,MODIS,0,archive,1
12.7269,108.815,2026-01-01,1,748,D,51,312.6,292.4,8.5,Aqua,MODIS,0,archive,1
12.7256,108.8057,2026-01-01,1,748,D,74,316.7,293.7,12.7,Aqua,MODIS,0,archive,1
12.7924,108.9527,2026-01-01,1,748,D,66,311.5,291.7,7.9,Aqua,MODIS,0,archive,1
12.7911,108.9433,2026-01-01,1,748,D,65,310.8,292.9,7.2,Aqua,MODIS,0,archive,1
12.9144,108.8992,2026-01-01,1,748,D,55,308.8,295.0,6.2,Aqua,MODIS,0,archive,1
12.9615,108.9729,2026-01-01,1,748,D,70,317.7,293.9,13.5,Aqua,MODIS,0,archive,1
12.9549,108.9259,2026-01-01,1,748,D,51,311.8,295.3,7.4,Aqua,MODIS,0,archive,1
12.9468,108.8022,2026-01-01,1,748,D,59,310.3,291.2,8.4,Aqua,MODIS,0,archive,1
13.2255,108.9502,2026-01-01,1,748,D,52,308.2,291.7,7.3,Aqua,MODIS,0,archive,1
13.3473,109.0273,2026-01-01,1,748,D,78,321.6,294.9,17.6,Aqua,MODIS,0,archive,1
13.346,109.0177,2026-01-01,1,748,D,49,308.7,294.6,5.7,Aqua,MODIS,0,archive,1
13.2476,107.5489,2026-01-01,1,748,D,57,310.3,298.3,4.4,Aqua,MODIS,0,archive,1
13.5987,108.9777,2026-01-01,1,748,D,74,322.3,292.1,19.3,Aqua,MODIS,0,archive,1
12.713,108.8456,2026-01-01,1,748,D,81,324.0,291.9,20.0,Aqua,MODIS,0,archive,1
13.6454,109.0429,2026-01-01,1,748,D,46,309.4,295.1,6.3,Aqua,MODIS,0,archive,1
13.6939,109.1247,2026-01-01,1,748,D,59,310.1,295.5,6.8,Aqua,MODIS,0,archive,1
13.7656,109.0486,2026-01-01,1,748,D,60,310.5,296.6,7.4,Aqua,MODIS,0,archive,1
13.7642,109.0387,2026-01-01,1,748,D,34,306.9,295.0,4.5,Aqua,MODIS,0,archive,1
14.2685,109.0868,2026-01-01,1,748,D,60,308.3,296.5,4.7,Aqua,MODIS,0,archive,1
14.311,108.9904,2026-01-01,1,748,D,39,309.0,295.9,5.8,Aqua,MODIS,0,archive,1
14.3078,108.9016,2026-01-01,1,748,D,38,306.9,295.0,4.6,Aqua,MODIS,0,archive,1
18.1382,106.2317,2026-01-01,1,749,D,70,312.0,296.3,6.9,Aqua,MODIS,0,archive,1
15.6627,108.0363,2026-01-01,1,749,D,62,307.4,296.3,5.1,Aqua,MODIS,0,archive,1
15.7426,108.2676,2026-01-01,1,749,D,68,310.5,295.6,7.4,Aqua,MODIS,0,archive,1
15.775,108.1084,2026-01-01,1,749,D,56,308.1,295.7,5.6,Aqua,MODIS,0,archive,1
15.8758,107.9654,2026-01-01,1,749,D,78,319.1,296.3,15.6,Aqua,MODIS,0,archive,1
15.8745,107.9562,2026-01-01,1,749,D,75,315.7,296.3,12.5,Aqua,MODIS,0,archive,1
15.9081,108.0657,2026-01-01,1,749,D,76,316.5,296.0,12.9,Aqua,MODIS,0,archive,1
16.0037,108.0939,2026-01-01,1,749,D,63,306.8,296.8,3.9,Aqua,MODIS,0,archive,1
16.2978,107.9529,2026-01-01,1,749,D,56,308.8,297.1,5.7,Aqua,MODIS,0,archive,1
16.2513,107.2371,2026-01-01,1,749,D,42,305.0,294.9,4.0,Aqua,MODIS,0,archive,1
16.2697,107.1783,2026-01-01,1,749,D,69,312.1,293.9,9.9,Aqua,MODIS,0,archive,1
15.4665,107.955,2026-01-01,1,749,D,57,305.5,295.0,4.2,Aqua,MODIS,0,archive,1
15.4939,107.8117,2026-01-01,1,749,D,60,307.6,294.0,6.3,Aqua,MODIS,0,archive,1
15.6821,108.3029,2026-01-01,1,749,D,69,311.1,296.6,7.5,Aqua,MODIS,0,archive,1
15.664,108.0456,2026-01-01,1,749,D,83,325.2,296.4,21.5,Aqua,MODIS,0,archive,1
16.3557,107.1303,2026-01-01,1,749,D,64,310.0,294.5,8.0,Aqua,MODIS,0,archive,1
16.3544,107.1212,2026-01-01,1,749,D,57,308.9,293.0,7.2,Aqua,MODIS,0,archive,1
16.4781,107.4044,2026-01-01,1,749,D,78,320.2,296.6,14.8,Aqua,MODIS,0,archive,1
16.569,107.3274,2026-01-01,1,749,D,60,308.0,296.2,4.8,Aqua,MODIS,0,archive,1
16.5826,107.2971,2026-01-01,1,749,D,65,312.5,296.1,7.6,Aqua,MODIS,0,archive,1
16.58,107.2788,2026-01-01,1,749,D,82,325.7,297.0,20.2,Aqua,MODIS,0,archive,1
16.5787,107.2697,2026-01-01,1,749,D,91,338.9,297.6,39.2,Aqua,MODIS,0,archive,1
16.5782,107.2043,2026-01-01,1,749,D,62,309.2,295.3,6.5,Aqua,MODIS,0,archive,1
16.5174,106.7865,2026-01-01,1,749,D,64,311.0,295.2,7.8,Aqua,MODIS,0,archive,1
16.6014,107.2886,2026-01-01,1,749,D,64,310.1,298.6,5.9,Aqua,MODIS,0,archive,1
16.629,107.2936,2026-01-01,1,749,D,62,310.9,296.6,6.4,Aqua,MODIS,0,archive,1
16.6439,107.2725,2026-01-01,1,749,D,81,330.7,296.5,26.7,Aqua,MODIS,0,archive,1
16.636,107.2176,2026-01-01,1,749,D,69,313.3,292.6,9.2,Aqua,MODIS,0,archive,1
16.6347,107.2085,2026-01-01,1,749,D,72,315.4,294.5,10.8,Aqua,MODIS,0,archive,1
16.7256,107.1315,2026-01-01,1,749,D,63,312.1,295.9,8.4,Aqua,MODIS,0,archive,1
16.7243,107.1224,2026-01-01,1,749,D,67,311.8,296.8,8.3,Aqua,MODIS,0,archive,1
16.7939,107.0312,2026-01-01,1,749,D,76,323.2,297.2,17.7,Aqua,MODIS,0,archive,1
16.8698,106.9753,2026-01-01,1,749,D,65,310.6,297.4,6.4,Aqua,MODIS,0,archive,1
17.1004,106.781,2026-01-01,1,749,D,73,316.1,297.2,11.4,Aqua,MODIS,0,archive,1
17.1446,106.8391,2026-01-01,1,749,D,58,311.0,296.4,7.0,Aqua,MODIS,0,archive,1
17.17,106.891,2026-01-01,1,749,D,67,311.1,296.2,6.4,Aqua,MODIS,0,archive,1
17.1687,106.8818,2026-01-01,1,749,D,61,313.0,296.5,7.9,Aqua,MODIS,0,archive,1
17.3427,106.1739,2026-01-01,1,749,D,64,311.1,292.8,9.0,Aqua,MODIS,0,archive,1
17.6667,106.4947,2026-01-01,1,749,D,69,315.5,296.8,10.3,Aqua,MODIS,0,archive,1
17.6427,106.3307,2026-01-01,1,749,D,47,306.3,295.6,4.2,Aqua,MODIS,0,archive,1
17.6414,106.3216,2026-01-01,1,749,D,61,313.4,296.1,9.3,Aqua,MODIS,0,archive,1
17.6782,106.2436,2026-01-01,1,749,D,60,308.2,296.4,5.6,Aqua,MODIS,0,archive,1
17.703,106.3516,2026-01-01,1,749,D,49,305.8,295.5,3.4,Aqua,MODIS,0,archive,1
17.7772,106.3525,2026-01-01,1,749,D,51,306.6,295.4,3.6,Aqua,MODIS,0,archive,1
17.7758,106.3433,2026-01-01,1,749,D,49,309.7,296.8,6.1,Aqua,MODIS,0,archive,1
17.8315,106.4183,2026-01-01,1,749,D,66,309.6,298.7,4.5,Aqua,MODIS,0,archive,1
17.8367,106.0651,2026-01-01,1,749,D,80,322.3,295.5,17.5,Aqua,MODIS,0,archive,1
17.9154,106.2953,2026-01-01,1,749,D,60,307.7,296.1,4.6,Aqua,MODIS,0,archive,1
17.9141,106.2862,2026-01-01,1,749,D,78,319.6,296.2,14.3,Aqua,MODIS,0,archive,1
17.9087,106.2497,2026-01-01,1,749,D,68,311.0,295.5,7.3,Aqua,MODIS,0,archive,1
17.9593,106.2732,2026-01-01,1,749,D,78,319.6,295.7,14.0,Aqua,MODIS,0,archive,1
17.958,106.2641,2026-01-01,1,749,D,79,325.8,293.7,20.4,Aqua,MODIS,0,archive,1
17.9781,106.1579,2026-01-01,1,749,D,76,317.6,295.7,12.5,Aqua,MODIS,0,archive,1
17.9768,106.1488,2026-01-01,1,749,D,72,313.9,294.5,9.3,Aqua,MODIS,0,archive,1
18.0197,106.1726,2026-01-01,1,749,D,36,308.4,293.9,6.2,Aqua,MODIS,0,archive,1
18.0539,106.1015,2026-01-01,1,749,D,43,305.8,293.5,4.1,Aqua,MODIS,0,archive,1
18.0693,106.1457,2026-01-01,1,749,D,40,305.3,291.9,3.9,Aqua,MODIS,0,archive,1
18.1368,106.2226,2026-01-01,1,749,D,66,310.0,295.2,5.4,Aqua,MODIS,0,archive,1
18.2153,106.1844,2026-01-01,1,749,D,72,313.4,297.3,7.9,Aqua,MODIS,0,archive,1
18.2139,106.1752,2026-01-01,1,749,D,60,308.8,297.1,4.4,Aqua,MODIS,0,archive,1
18.2177,105.959,2026-01-01,1,749,D,65,309.6,295.8,5.4,Aqua,MODIS,0,archive,1
18.2216,105.8644,2026-01-01,1,749,D,56,306.0,295.0,4.0,Aqua,MODIS,0,archive,1
18.2059,105.6254,2026-01-01,1,749,D,64,309.8,295.0,6.9,Aqua,MODIS,0,archive,1
18.2562,105.721,2026-01-01,1,749,D,65,310.2,293.9,7.7,Aqua,MODIS,0,archive,1
18.3484,105.595,2026-01-01,1,749,D,62,309.0,295.3,6.1,Aqua,MODIS,0,archive,1
18.379,105.5461,2026-01-01,1,749,D,77,319.3,296.3,13.8,Aqua,MODIS,0,archive,1
18.3734,105.5091,2026-01-01,1,749,D,83,326.0,297.1,21.3,Aqua,MODIS,0,archive,1
18.6745,105.3632,2026-01-01,1,749,D,41,306.7,294.3,3.6,Aqua,MODIS,0,archive,1
16.3581,107.6049,2026-01-01,1,749,D,59,306.3,296.2,4.1,Aqua,MODIS,0,archive,1
16.3263,107.3841,2026-01-01,1,749,D,54,305.2,294.9,4.4,Aqua,MODIS,0,archive,1
21.1346,103.3221,2026-01-01,1,750,D,59,305.0,294.1,5.5,Aqua,MODIS,0,archive,1
21.0544,103.3436,2026-01-01,1,750,D,52,305.2,290.2,5.8,Aqua,MODIS,0,archive,1
21.0661,103.2978,2026-01-01,1,750,D,71,311.8,292.8,10.5,Aqua,MODIS,0,archive,1
21.0643,103.2868,2026-01-01,1,750,D,76,316.4,294.8,15.4,Aqua,MODIS,0,archive,1
21.3808,103.5859,2026-01-01,1,750,D,67,308.3,291.3,9.6,Aqua,MODIS,0,archive,1
21.3792,103.5753,2026-01-01,1,750,D,81,321.3,291.8,21.8,Aqua,MODIS,0,archive,1
21.4868,103.3828,2026-01-01,1,750,D,58,308.2,295.1,7.9,Aqua,MODIS,0,archive,1
21.7287,103.1031,2026-01-01,1,750,D,75,319.5,295.1,18.4,Aqua,MODIS,0,archive,1
18.7967,105.1283,2026-01-01,1,750,D,60,307.9,295.6,5.6,Aqua,MODIS,0,archive,1
18.9824,105.3887,2026-01-01,1,750,D,54,306.3,292.0,4.7,Aqua,MODIS,0,archive,1
19.0236,105.4037,2026-01-01,1,750,D,70,323.1,295.7,18.1,Aqua,MODIS,0,archive,1
18.9767,105.095,2026-01-01,1,750,D,43,306.4,295.0,4.4,Aqua,MODIS,0,archive,1
18.9974,105.0526,2026-01-01,1,750,D,37,307.8,295.8,4.5,Aqua,MODIS,0,archive,1
19.0773,105.4613,2026-01-01,1,750,D,75,316.5,296.6,11.2,Aqua,MODIS,0,archive,1
19.0223,105.0967,2026-01-01,1,750,D,44,307.4,294.0,4.3,Aqua,MODIS,0,archive,1
19.073,105.0048,2026-01-01,1,750,D,71,313.2,295.0,8.9,Aqua,MODIS,0,archive,1
19.1611,105.5269,2026-01-01,1,750,D,57,306.5,294.9,3.2,Aqua,MODIS,0,archive,1
19.1597,105.5177,2026-01-01,1,750,D,58,307.8,295.6,4.2,Aqua,MODIS,0,archive,1
19.1924,105.6165,2026-01-01,1,750,D,55,307.6,295.6,4.7,Aqua,MODIS,0,archive,1
19.0909,104.9434,2026-01-01,1,750,D,53,307.5,292.0,5.5,Aqua,MODIS,0,archive,1
19.1707,105.4112,2026-01-01,1,750,D,43,307.0,294.1,4.5,Aqua,MODIS,0,archive,1
19.1,104.8833,2026-01-01,1,750,D,70,312.2,295.4,8.3,Aqua,MODIS,0,archive,1
19.1098,104.8161,2026-01-01,1,750,D,66,309.2,295.7,6.7,Aqua,MODIS,0,archive,1
19.1083,104.8065,2026-01-01,1,750,D,75,316.3,295.5,12.5,Aqua,MODIS,0,archive,1
19.217,105.3396,2026-01-01,1,750,D,52,305.7,295.1,4.2,Aqua,MODIS,0,archive,1
19.2559,105.4188,2026-01-01,1,750,D,66,309.4,296.6,5.3,Aqua,MODIS,0,archive,1
19.3002,105.5198,2026-01-01,1,750,D,68,310.1,295.0,6.3,Aqua,MODIS,0,archive,1
19.3283,105.6477,2026-01-01,1,750,D,75,315.8,296.1,11.0,Aqua,MODIS,0,archive,1
19.2311,104.9465,2026-01-01,1,750,D,49,303.7,292.6,4.3,Aqua,MODIS,0,archive,1
19.3043,105.0694,2026-01-01,1,750,D,83,325.3,294.9,22.2,Aqua,MODIS,0,archive,1
19.4033,105.4674,2026-01-01,1,750,D,68,310.2,296.1,6.6,Aqua,MODIS,0,archive,1
19.4411,105.48,2026-01-01,1,750,D,55,309.6,294.3,6.1,Aqua,MODIS,0,archive,1
19.2603,104.2378,2026-01-01,1,750,D,75,315.1,294.2,13.8,Aqua,MODIS,0,archive,1
19.3898,105.0195,2026-01-01,1,750,D,63,307.1,293.2,6.8,Aqua,MODIS,0,archive,1
19.4979,104.9305,2026-01-01,1,750,D,70,321.4,293.8,17.3,Aqua,MODIS,0,archive,1
19.5312,105.0889,2026-01-01,1,750,D,66,309.8,294.0,7.3,Aqua,MODIS,0,archive,1
19.5297,105.0795,2026-01-01,1,750,D,72,313.0,294.3,10.1,Aqua,MODIS,0,archive,1
19.6055,105.1628,2026-01-01,1,750,D,64,308.0,294.2,5.4,Aqua,MODIS,0,archive,1
19.6806,105.2305,2026-01-01,1,750,D,49,305.2,294.0,5.0,Aqua,MODIS,0,archive,1
19.7118,105.378,2026-01-01,1,750,D,70,311.3,294.1,8.2,Aqua,MODIS,0,archive,1
19.7104,105.3687,2026-01-01,1,750,D,69,310.9,294.2,8.1,Aqua,MODIS,0,archive,1
19.7376,105.4307,2026-01-01,1,750,D,75,316.1,294.8,11.5,Aqua,MODIS,0,archive,1
19.7445,105.3945,2026-01-01,1,750,D,59,306.9,294.9,4.7,Aqua,MODIS,0,archive,1
19.7431,105.3853,2026-01-01,1,750,D,53,306.2,294.6,4.4,Aqua,MODIS,0,archive,1
19.8168,105.4584,2026-01-01,1,750,D,61,306.3,293.5,4.9,Aqua,MODIS,0,archive,1
19.8155,105.4491,2026-01-01,1,750,D,67,309.1,294.4,6.8,Aqua,MODIS,0,archive,1
19.9482,104.7933,2026-01-01,1,750,D,80,320.6,293.7,18.2,Aqua,MODIS,0,archive,1
20.1584,105.3281,2026-01-01,1,750,D,67,308.6,295.0,6.2,Aqua,MODIS,0,archive,1
20.5277,105.3836,2026-01-01,1,750,D,61,311.0,290.7,7.8,Aqua,MODIS,0,archive,1
20.5263,105.3743,2026-01-01,1,750,D,78,323.9,294.2,19.3,Aqua,MODIS,0,archive,1
22.4038,103.3195,2026-01-01,1,751,D,56,305.1,294.2,5.2,Aqua,MODIS,0,archive,1
13.7053,108.5186,2026-01-01,1,1405,N,36,301.0,288.9,12.5,Terra,MODIS,0,archive,1
13.6213,108.3782,2026-01-01,1,1405,N,69,306.7,289.3,20.5,Terra,MODIS,0,archive,1
13.6162,108.3731,2026-01-01,1,1405,N,67,306.1,289.5,18.6,Terra,MODIS,0,archive,1
10.6201,107.1257,2026-01-02,1,218,D,58,308.6,293.7,7.1,Terra,MODIS,0,archive,1
12.5211,109.0567,2026-01-03,1,726,D,58,312.1,282.9,12.3,Aqua,MODIS,0,archive,1
11.8992,106.5088,2026-01-03,1,726,D,67,314.1,291.6,26.0,Aqua,MODIS,0,archive,1
11.8977,106.5041,2026-01-03,1,726,D,71,317.6,291.6,35.1,Aqua,MODIS,0,archive,1
12.3696,109.0015,2026-01-03,1,726,D,59,307.3,286.3,11.2,Aqua,MODIS,0,archive,1
13.6949,109.1178,2026-01-03,1,727,D,51,306.0,285.8,8.4,Aqua,MODIS,0,archive,1
11.1225,107.2989,2026-01-03,1,1345,N,62,304.8,271.2,9.0,Terra,MODIS,0,archive,1
13.8286,108.4599,2026-01-03,1,1346,N,84,312.1,277.2,12.9,Terra,MODIS,0,archive,1
13.8323,108.4873,2026-01-03,1,1346,N,77,309.3,276.4,11.4,Terra,MODIS,0,archive,1
12.8872,107.8146,2026-01-04,1,158,D,55,304.4,285.9,5.0,Terra,MODIS,0,archive,1
11.8577,108.7476,2026-01-04,1,158,D,69,311.2,294.3,6.8,Terra,MODIS,0,archive,1
11.1605,106.1075,2026-01-04,1,159,D,59,307.1,292.9,4.6,Terra,MODIS,0,archive,1
11.6901,106.683,2026-01-04,1,804,D,57,308.9,284.9,8.2,Aqua,MODIS,0,archive,1
11.6653,105.8153,2026-01-04,1,804,D,73,319.7,299.8,13.3,Aqua,MODIS,0,archive,1
10.6472,105.976,2026-01-04,1,804,D,60,310.6,291.8,6.0,Aqua,MODIS,0,archive,1
10.5944,105.6049,2026-01-04,1,804,D,39,308.6,292.9,4.5,Aqua,MODIS,0,archive,1
11.1829,105.9841,2026-01-04,1,804,D,79,323.8,299.8,17.2,Aqua,MODIS,0,archive,1
11.1814,105.974,2026-01-04,1,804,D,79,324.8,300.4,18.7,Aqua,MODIS,0,archive,1
12.34,107.1863,2026-01-04,1,805,D,68,314.5,290.6,15.7,Aqua,MODIS,0,archive,1
19.1329,105.5252,2026-01-04,1,806,D,44,305.0,291.5,6.7,Aqua,MODIS,0,archive,1
20.0504,105.5115,2026-01-04,1,807,D,39,306.1,288.3,6.6,Aqua,MODIS,0,archive,1
14.0799,107.3281,2026-01-04,1,1425,N,69,306.6,287.4,59.8,Terra,MODIS,0,archive,1
14.0848,107.3437,2026-01-05,1,237,D,42,304.2,286.2,21.5,Terra,MODIS,0,archive,1
14.0818,107.3391,2026-01-05,1,1326,N,87,313.4,292.0,26.3,Terra,MODIS,0,archive,1
14.0792,107.3231,2026-01-05,1,1326,N,51,302.7,291.4,9.8,Terra,MODIS,0,archive,1
13.4052,108.1114,2026-01-06,1,743,D,46,311.7,297.6,5.4,Aqua,MODIS,0,archive,1
13.5085,107.8196,2026-01-06,1,743,D,88,335.6,299.8,31.3,Aqua,MODIS,0,archive,1
13.1614,107.6027,2026-01-06,1,743,D,57,312.7,298.4,6.2,Aqua,MODIS,0,archive,1
13.1811,107.5521,2026-01-06,1,743,D,60,311.7,298.1,5.4,Aqua,MODIS,0,archive,1
13.1829,107.5043,2026-01-06,1,743,D,62,312.7,299.1,6.1,Aqua,MODIS,0,archive,1
13.2265,107.5383,2026-01-06,1,743,D,58,311.8,298.4,5.6,Aqua,MODIS,0,archive,1
13.2546,107.5433,2026-01-06,1,743,D,76,322.2,298.7,15.3,Aqua,MODIS,0,archive,1
13.2532,107.5341,2026-01-06,1,743,D,66,314.8,298.1,8.2,Aqua,MODIS,0,archive,1
14.0724,107.3283,2026-01-06,1,744,D,87,341.9,293.2,45.6,Aqua,MODIS,0,archive,1
14.7106,107.5605,2026-01-06,1,744,D,40,307.6,296.3,6.2,Aqua,MODIS,0,archive,1
14.0365,108.3242,2026-01-06,1,744,D,51,308.3,294.1,5.4,Aqua,MODIS,0,archive,1
13.9151,107.4515,2026-01-06,1,744,D,47,311.5,300.8,4.2,Aqua,MODIS,0,archive,1
14.3241,107.3937,2026-01-06,1,744,D,37,305.6,293.1,5.0,Aqua,MODIS,0,archive,1
14.073,107.3358,2026-01-06,1,1405,N,71,307.3,278.9,18.7,Terra,MODIS,0,archive,1
14.0839,107.3335,2026-01-06,1,1405,N,38,302.3,278.1,12.1,Terra,MODIS,0,archive,1
14.0797,107.3397,2026-01-06,1,1955,N,53,303.1,281.1,9.6,Aqua,MODIS,0,archive,1
21.4184,107.2141,2026-01-07,1,215,D,55,303.3,285.9,7.7,Terra,MODIS,0,archive,1
21.4168,107.2243,2026-01-07,1,215,D,72,312.1,286.6,14.3,Terra,MODIS,0,archive,1
21.1239,107.3236,2026-01-07,1,215,D,53,302.6,286.1,7.0,Terra,MODIS,0,archive,1
21.1223,107.334,2026-01-07,1,215,D,82,322.3,287.3,24.7,Terra,MODIS,0,archive,1
21.2303,106.3839,2026-01-07,1,215,D,63,306.4,286.5,8.6,Terra,MODIS,0,archive,1
21.0205,106.1148,2026-01-07,1,215,D,48,301.6,288.5,4.7,Terra,MODIS,0,archive,1
21.2682,103.5658,2026-01-07,1,215,D,55,303.3,285.8,7.8,Terra,MODIS,0,archive,1
14.0835,107.3405,2026-01-07,1,217,D,88,333.1,294.0,49.4,Terra,MODIS,0,archive,1
14.0815,107.3532,2026-01-07,1,217,D,79,319.9,292.8,25.1,Terra,MODIS,0,archive,1
13.5868,107.7645,2026-01-07,1,217,D,57,306.3,294.7,7.1,Terra,MODIS,0,archive,1
12.9927,107.8797,2026-01-07,1,217,D,71,312.9,293.2,16.5,Terra,MODIS,0,archive,1
12.9905,107.8936,2026-01-07,1,217,D,68,310.8,294.1,13.3,Terra,MODIS,0,archive,1
13.0612,107.7178,2026-01-08,1,722,D,80,322.9,296.7,55.1,Aqua,MODIS,0,archive,1
11.3919,106.4833,2026-01-08,1,722,D,66,311.2,294.4,25.4,Aqua,MODIS,0,archive,1
11.4063,106.4806,2026-01-08,1,722,D,68,312.2,293.7,30.1,Aqua,MODIS,0,archive,1
11.9214,106.4313,2026-01-08,1,722,D,79,321.6,298.1,68.2,Aqua,MODIS,0,archive,1
13.1975,107.7484,2026-01-08,1,722,D,85,329.8,297.5,77.9,Aqua,MODIS,0,archive,1
13.1719,107.5245,2026-01-08,1,722,D,65,311.6,297.3,21.1,Aqua,MODIS,0,archive,1
13.1712,107.5177,2026-01-08,1,722,D,67,314.3,297.5,27.6,Aqua,MODIS,0,archive,1
14.0178,108.8233,2026-01-08,1,722,D,53,307.4,291.9,15.5,Aqua,MODIS,0,archive,1
21.4386,107.3674,2026-01-08,1,724,D,56,303.6,292.5,10.6,Aqua,MODIS,0,archive,1
21.3562,106.9126,2026-01-08,1,724,D,53,302.7,291.0,10.6,Aqua,MODIS,0,archive,1
21.3471,106.6018,2026-01-08,1,724,D,63,306.2,290.4,15.4,Aqua,MODIS,0,archive,1
21.629,106.6829,2026-01-08,1,724,D,50,302.0,288.4,12.3,Aqua,MODIS,0,archive,1
21.7285,106.6565,2026-01-08,1,724,D,40,300.6,288.8,10.0,Aqua,MODIS,0,archive,1
19.0693,105.471,2026-01-08,1,724,D,54,303.8,292.1,16.2,Aqua,MODIS,0,archive,1
19.4306,105.2738,2026-01-08,1,724,D,67,308.2,290.6,34.1,Aqua,MODIS,0,archive,1
19.4258,105.2682,2026-01-08,1,724,D,51,303.7,289.9,21.2,Aqua,MODIS,0,archive,1
20.2663,105.4171,2026-01-08,1,724,D,37,300.6,289.2,13.3,Aqua,MODIS,0,archive,1
20.506,105.419,2026-01-08,1,724,D,56,303.5,290.5,16.3,Aqua,MODIS,0,archive,1
20.5037,105.4144,2026-01-08,1,724,D,56,303.5,290.3,17.6,Aqua,MODIS,0,archive,1
21.002,107.199,2026-01-08,1,724,D,60,306.5,290.5,14.5,Aqua,MODIS,0,archive,1
21.0011,107.1941,2026-01-08,1,724,D,65,307.3,290.7,14.2,Aqua,MODIS,0,archive,1
20.9835,106.8425,2026-01-08,1,724,D,47,302.9,292.7,6.9,Aqua,MODIS,0,archive,1
21.295,107.1474,2026-01-08,1,724,D,43,300.9,290.3,8.1,Aqua,MODIS,0,archive,1
21.2923,107.1324,2026-01-08,1,724,D,59,304.7,290.0,12.7,Aqua,MODIS,0,archive,1
21.2502,106.8385,2026-01-08,1,724,D,54,302.9,289.9,12.8,Aqua,MODIS,0,archive,1
21.4637,107.7171,2026-01-08,1,724,D,57,303.8,291.1,9.3,Aqua,MODIS,0,archive,1
21.467,107.7113,2026-01-08,1,724,D,64,306.9,291.1,12.6,Aqua,MODIS,0,archive,1
10.701,107.093,2026-01-08,1,1345,N,52,302.9,284.9,6.3,Terra,MODIS,0,archive,1
11.7639,106.8419,2026-01-08,1,1345,N,40,301.3,285.1,5.1,Terra,MODIS,0,archive,1
13.5543,108.4356,2026-01-08,1,1345,N,55,303.5,282.5,7.5,Terra,MODIS,0,archive,1
14.0767,107.3425,2026-01-08,1,1346,N,100,321.2,287.4,20.1,Terra,MODIS,0,archive,1
21.2094,106.9316,2026-01-09,1,156,D,85,327.2,285.0,39.2,Terra,MODIS,0,archive,1
21.2079,106.9437,2026-01-09,1,156,D,65,307.0,284.4,13.4,Terra,MODIS,0,archive,1
21.0941,106.9583,2026-01-09,1,156,D,41,300.7,287.2,7.0,Terra,MODIS,0,archive,1
21.0895,106.7424,2026-01-09,1,156,D,37,300.4,288.9,6.2,Terra,MODIS,0,archive,1
20.4954,105.5973,2026-01-09,1,156,D,56,303.4,286.7,12.2,Terra,MODIS,0,archive,1
13.9336,108.5285,2026-01-09,1,158,D,74,313.5,291.8,10.6,Terra,MODIS,0,archive,1
14.0819,107.3459,2026-01-09,1,158,D,88,332.3,297.3,32.7,Terra,MODIS,0,archive,1
