latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,source_file
10.7245,105.9016,312.2,1.1,1.1,2026-01-01,747,Aqua,MODIS,59,61.03,298.4,6.3,D,0,archive
10.7229,105.8916,308.5,1.1,1.1,2026-01-01,747,Aqua,MODIS,8,61.03,295.0,3.1,D,0,archive
11.181,106.35,312.5,1.1,1.0,2026-01-01,747,Aqua,MODIS,61,61.03,297.9,5.7,D,0,archive
10.9074,108.0405,316.8,1.0,1.0,2026-01-01,747,Aqua,MODIS,69,61.03,300.9,8.2,D,0,archive
10.9061,108.0316,333.1,1.0,1.0,2026-01-01,747,Aqua,MODIS,86,61.03,302.6,26.5,D,0,archive
10.7054,106.2054,311.6,1.1,1.0,2026-01-01,747,Aqua,MODIS,56,61.03,295.1,5.6,D,0,archive
10.7179,106.1042,312.4,1.1,1.0,2026-01-01,747,Aqua,MODIS,59,61.03,296.6,6.8,D,0,archive
10.7091,105.8632,316.2,1.1,1.1,2026-01-01,747,Aqua,MODIS,68,61.03,298.8,9.8,D,0,archive
11.1774,106.0198,316.7,1.1,1.0,2026-01-01,747,Aqua,MODIS,69,61.03,297.1,9.8,D,0,archive
14.321,108.9294,307.2,1.1,1.0,2026-01-01,748,Aqua,MODIS,57,61.03,295.9,5.2,D,0,archive
14.3519,109.0175,306.2,1.1,1.0,2026-01-01,748,Aqua,MODIS,45,61.03,294.4,4.2,D,0,archive
14.3643,108.906,305.2,1.1,1.0,2026-01-01,748,Aqua,MODIS,26,61.03,292.5,4.5,D,0,archive
14.359,108.8675,307.8,1.1,1.0,2026-01-01,748,Aqua,MODIS,43,61.03,294.6,6.3,D,0,archive
14.3666,108.6593,311.6,1.1,1.0,2026-01-01,748,Aqua,MODIS,63,61.03,291.7,9.9,D,0,archive
14.3653,108.6498,316.5,1.1,1.0,2026-01-01,748,Aqua,MODIS,70,61.03,292.3,14.4,D,0,archive
14.821,108.8777,309.4,1.1,1.0,2026-01-01,748,Aqua,MODIS,43,61.03,295.2,6.6,D,0,archive
14.8189,108.7292,306.9,1.1,1.0,2026-01-01,748,Aqua,MODIS,51,61.03,292.5,5.8,D,0,archive
14.8537,108.714,306.2,1.1,1.0,2026-01-01,748,Aqua,MODIS,57,61.03,294.6,5.5,D,0,archive
15.324,108.6462,306.6,1.1,1.0,2026-01-01,748,Aqua,MODIS,59,61.03,293.7,5.1,D,0,archive
15.333,108.6447,308.1,1.1,1.0,2026-01-01,748,Aqua,MODIS,59,61.03,294.6,6.5,D,0,archive
11.9531,107.877,306.4,1.0,1.0,2026-01-01,748,Aqua,MODIS,47,61.03,292.8,3.8,D,0,archive
11.8083,106.4568,310.4,1.0,1.0,2026-01-01,748,Aqua,MODIS,50,61.03,296.9,4.3,D,0,archive
12.1989,107.9022,308.0,1.0,1.0,2026-01-01,748,Aqua,MODIS,57,61.03,292.5,5.6,D,0,archive
12.3106,108.1621,341.3,1.0,1.0,2026-01-01,748,Aqua,MODIS,92,61.03,293.4,43.1,D,0,archive
12.7296,108.8337,317.7,1.0,1.0,2026-01-01,748,Aqua,MODIS,51,61.03,292.5,12.4,D,0,archive
12.7269,108.815,312.6,1.0,1.0,2026-01-01,748,Aqua,MODIS,51,61.03,292.4,8.5,D,0,archive
12.7256,108.8057,316.7,1.0,1.0,2026-01-01,748,Aqua,MODIS,74,61.03,293.7,12.7,D,0,archive
12.7924,108.9527,311.5,1.1,1.0,2026-01-01,748,Aqua,MODIS,66,61.03,291.7,7.9,D,0,archive
12.7911,108.9433,310.8,1.1,1.0,2026-01-01,748,Aqua,MODIS,65,61.03,292.9,7.2,D,0,archive
12.9144,108.8992,308.8,1.1,1.0,2026-01-01,748,Aqua,MODIS,55,61.03,295.0,6.2,D,0,archive
12.9615,108.9729,317.7,1.1,1.0,2026-01-01,748,Aqua,MODIS,70,61.03,293.9,13.5,D,0,archive
12.9549,108.9259,311.8,1.1,1.0,2026-01-01,748,Aqua,MODIS,51,61.03,295.3,7.4,D,0,archive
12.9771,109.0194,308.5,1.1,1.0,2026-01-01,748,Aqua,MODIS,26,61.03,294.3,5.7,D,0,archive
12.9468,108.8022,310.3,1.0,1.0,2026-01-01,748,Aqua,MODIS,59,61.03,291.2,8.4,D,0,archive
13.2255,108.9502,308.2,1.1,1.0,2026-01-01,748,Aqua,MODIS,52,61.03,291.7,7.3,D,0,archive
13.3473,109.0273,321.6,1.1,1.0,2026-01-01,748,Aqua,MODIS,78,61.03,294.9,17.6,D,0,archive
13.346,109.0177,308.7,1.1,1.0,2026-01-01,748,Aqua,MODIS,49,61.03,294.6,5.7,D,0,archive
13.2476,107.5489,310.3,1.0,1.0,2026-01-01,748,Aqua,MODIS,57,61.03,298.3,4.4,D,0,archive
13.5987,108.9777,322.3,1.1,1.0,2026-01-01,748,Aqua,MODIS,74,61.03,292.1,19.3,D,0,archive
12.713,108.8456,324.0,1.0,1.0,2026-01-01,748,Aqua,MODIS,81,61.03,291.9,20.0,D,0,archive
13.6454,109.0429,309.4,1.1,1.0,2026-01-01,748,Aqua,MODIS,46,61.03,295.1,6.3,D,0,archive
13.6939,109.1247,310.1,1.1,1.0,2026-01-01,748,Aqua,MODIS,59,61.03,295.5,6.8,D,0,archive
13.7656,109.0486,310.5,1.1,1.0,2026-01-01,748,Aqua,MODIS,60,61.03,296.6,7.4,D,0,archive
13.7642,109.0387,306.9,1.1,1.0,2026-01-01,748,Aqua,MODIS,34,61.03,295.0,4.5,D,0,archive
14.2685,109.0868,308.3,1.1,1.0,2026-01-01,748,Aqua,MODIS,60,61.03,296.5,4.7,D,0,archive
14.311,108.9904,309.0,1.1,1.0,2026-01-01,748,Aqua,MODIS,39,61.03,295.9,5.8,D,0,archive
14.3078,108.9016,306.9,1.1,1.0,2026-01-01,748,Aqua,MODIS,38,61.03,295.0,4.6,D,0,archive
18.1382,106.2317,312.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,70,61.03,296.3,6.9,D,0,archive
15.8399,107.9205,325.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,0,61.03,297.2,20.9,D,0,archive
15.6627,108.0363,307.4,1.0,1.0,2026-01-01,749,Aqua,MODIS,62,61.03,296.3,5.1,D,0,archive
15.7426,108.2676,310.5,1.1,1.0,2026-01-01,749,Aqua,MODIS,68,61.03,295.6,7.4,D,0,archive
15.775,108.1084,308.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,56,61.03,295.7,5.6,D,0,archive
15.8758,107.9654,319.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,78,61.03,296.3,15.6,D,0,archive
15.8745,107.9562,315.7,1.0,1.0,2026-01-01,749,Aqua,MODIS,75,61.03,296.3,12.5,D,0,archive
15.9081,108.0657,316.5,1.0,1.0,2026-01-01,749,Aqua,MODIS,76,61.03,296.0,12.9,D,0,archive
16.0037,108.0939,306.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,63,61.03,296.8,3.9,D,0,archive
16.2978,107.9529,308.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,56,61.03,297.1,5.7,D,0,archive
16.2513,107.2371,305.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,42,61.03,294.9,4.0,D,0,archive
16.2697,107.1783,312.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,69,61.03,293.9,9.9,D,0,archive
15.4665,107.955,305.5,1.0,1.0,2026-01-01,749,Aqua,MODIS,57,61.03,295.0,4.2,D,0,archive
15.4939,107.8117,307.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,60,61.03,294.0,6.3,D,0,archive
15.6821,108.3029,311.1,1.1,1.0,2026-01-01,749,Aqua,MODIS,69,61.03,296.6,7.5,D,0,archive
15.664,108.0456,325.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,83,61.03,296.4,21.5,D,0,archive
16.3557,107.1303,310.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,64,61.03,294.5,8.0,D,0,archive
16.3544,107.1212,308.9,1.0,1.0,2026-01-01,749,Aqua,MODIS,57,61.03,293.0,7.2,D,0,archive
16.4781,107.4044,320.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,78,61.03,296.6,14.8,D,0,archive
16.569,107.3274,308.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,60,61.03,296.2,4.8,D,0,archive
16.5826,107.2971,312.5,1.0,1.0,2026-01-01,749,Aqua,MODIS,65,61.03,296.1,7.6,D,0,archive
16.58,107.2788,325.7,1.0,1.0,2026-01-01,749,Aqua,MODIS,82,61.03,297.0,20.2,D,0,archive
16.5787,107.2697,338.9,1.0,1.0,2026-01-01,749,Aqua,MODIS,91,61.03,297.6,39.2,D,0,archive
16.5782,107.2043,309.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,62,61.03,295.3,6.5,D,0,archive
16.5174,106.7865,311.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,64,61.03,295.2,7.8,D,0,archive
16.6014,107.2886,310.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,64,61.03,298.6,5.9,D,0,archive
16.629,107.2936,310.9,1.0,1.0,2026-01-01,749,Aqua,MODIS,62,61.03,296.6,6.4,D,0,archive
16.6439,107.2725,330.7,1.0,1.0,2026-01-01,749,Aqua,MODIS,81,61.03,296.5,26.7,D,0,archive
16.636,107.2176,313.3,1.0,1.0,2026-01-01,749,Aqua,MODIS,69,61.03,292.6,9.2,D,0,archive
16.6347,107.2085,315.4,1.0,1.0,2026-01-01,749,Aqua,MODIS,72,61.03,294.5,10.8,D,0,archive
16.7256,107.1315,312.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,63,61.03,295.9,8.4,D,0,archive
16.7243,107.1224,311.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,67,61.03,296.8,8.3,D,0,archive
16.7939,107.0312,323.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,76,61.03,297.2,17.7,D,0,archive
16.8698,106.9753,310.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,65,61.03,297.4,6.4,D,0,archive
17.1004,106.781,316.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,73,61.03,297.2,11.4,D,0,archive
17.1446,106.8391,311.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,58,61.03,296.4,7.0,D,0,archive
17.17,106.891,311.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,67,61.03,296.2,6.4,D,0,archive
17.1687,106.8818,313.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,61,61.03,296.5,7.9,D,0,archive
17.3427,106.1739,311.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,64,61.03,292.8,9.0,D,0,archive
17.6667,106.4947,315.5,1.0,1.0,2026-01-01,749,Aqua,MODIS,69,61.03,296.8,10.3,D,0,archive
17.6427,106.3307,306.3,1.0,1.0,2026-01-01,749,Aqua,MODIS,47,61.03,295.6,4.2,D,0,archive
17.6414,106.3216,313.4,1.0,1.0,2026-01-01,749,Aqua,MODIS,61,61.03,296.1,9.3,D,0,archive
17.6782,106.2436,308.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,60,61.03,296.4,5.6,D,0,archive
17.703,106.3516,305.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,49,61.03,295.5,3.4,D,0,archive
17.7772,106.3525,306.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,51,61.03,295.4,3.6,D,0,archive
17.7758,106.3433,309.7,1.0,1.0,2026-01-01,749,Aqua,MODIS,49,61.03,296.8,6.1,D,0,archive
17.8315,106.4183,309.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,66,61.03,298.7,4.5,D,0,archive
17.8367,106.0651,322.3,1.0,1.0,2026-01-01,749,Aqua,MODIS,80,61.03,295.5,17.5,D,0,archive
17.9161,106.3606,324.1,1.0,1.0,2026-01-01,749,Aqua,MODIS,0,61.03,296.8,16.7,D,0,archive
17.9154,106.2953,307.7,1.0,1.0,2026-01-01,749,Aqua,MODIS,60,61.03,296.1,4.6,D,0,archive
17.9141,106.2862,319.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,78,61.03,296.2,14.3,D,0,archive
17.9087,106.2497,311.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,68,61.03,295.5,7.3,D,0,archive
17.9593,106.2732,319.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,78,61.03,295.7,14.0,D,0,archive
17.958,106.2641,325.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,79,61.03,293.7,20.4,D,0,archive
17.9781,106.1579,317.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,76,61.03,295.7,12.5,D,0,archive
17.9768,106.1488,313.9,1.0,1.0,2026-01-01,749,Aqua,MODIS,72,61.03,294.5,9.3,D,0,archive
18.0197,106.1726,308.4,1.0,1.0,2026-01-01,749,Aqua,MODIS,36,61.03,293.9,6.2,D,0,archive
18.0539,106.1015,305.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,43,61.03,293.5,4.1,D,0,archive
18.0693,106.1457,305.3,1.0,1.0,2026-01-01,749,Aqua,MODIS,40,61.03,291.9,3.9,D,0,archive
18.1368,106.2226,310.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,66,61.03,295.2,5.4,D,0,archive
18.2153,106.1844,313.4,1.0,1.0,2026-01-01,749,Aqua,MODIS,72,61.03,297.3,7.9,D,0,archive
18.2139,106.1752,308.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,60,61.03,297.1,4.4,D,0,archive
18.2177,105.959,309.6,1.0,1.0,2026-01-01,749,Aqua,MODIS,65,61.03,295.8,5.4,D,0,archive
18.2216,105.8644,306.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,56,61.03,295.0,4.0,D,0,archive
18.2059,105.6254,309.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,64,61.03,295.0,6.9,D,0,archive
18.2562,105.721,310.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,65,61.03,293.9,7.7,D,0,archive
18.265,105.7195,303.8,1.0,1.0,2026-01-01,749,Aqua,MODIS,20,61.03,292.4,3.0,D,0,archive
18.3484,105.595,309.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,62,61.03,295.3,6.1,D,0,archive
18.379,105.5461,319.3,1.0,1.0,2026-01-01,749,Aqua,MODIS,77,61.03,296.3,13.8,D,0,archive
18.3734,105.5091,326.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,83,61.03,297.1,21.3,D,0,archive
18.6745,105.3632,306.7,1.0,1.0,2026-01-01,749,Aqua,MODIS,41,61.03,294.3,3.6,D,0,archive
18.6703,105.3352,309.0,1.0,1.0,2026-01-01,749,Aqua,MODIS,64,61.03,296.4,5.3,D,2,archive
16.3581,107.6049,306.3,1.0,1.0,2026-01-01,749,Aqua,MODIS,59,61.03,296.2,4.1,D,0,archive
16.3263,107.3841,305.2,1.0,1.0,2026-01-01,749,Aqua,MODIS,54,61.03,294.9,4.4,D,0,archive
21.1346,103.3221,305.0,1.1,1.1,2026-01-01,750,Aqua,MODIS,59,61.03,294.1,5.5,D,0,archive
21.0185,106.5288,307.3,1.0,1.0,2026-01-01,750,Aqua,MODIS,58,61.03,295.0,5.1,D,2,archive
21.0544,103.3436,305.2,1.1,1.1,2026-01-01,750,Aqua,MODIS,52,61.03,290.2,5.8,D,0,archive
21.0661,103.2978,311.8,1.1,1.1,2026-01-01,750,Aqua,MODIS,71,61.03,292.8,10.5,D,0,archive
21.0643,103.2868,316.4,1.1,1.1,2026-01-01,750,Aqua,MODIS,76,61.03,294.8,15.4,D,0,archive
21.3808,103.5859,308.3,1.1,1.0,2026-01-01,750,Aqua,MODIS,67,61.03,291.3,9.6,D,0,archive
21.3792,103.5753,321.3,1.1,1.0,2026-01-01,750,Aqua,MODIS,81,61.03,291.8,21.8,D,0,archive
21.4868,103.3828,308.2,1.1,1.1,2026-01-01,750,Aqua,MODIS,58,61.03,295.1,7.9,D,0,archive
21.7287,103.1031,319.5,1.1,1.1,2026-01-01,750,Aqua,MODIS,75,61.03,295.1,18.4,D,0,archive
18.7967,105.1283,307.9,1.0,1.0,2026-01-01,750,Aqua,MODIS,60,61.03,295.6,5.6,D,0,archive
18.9824,105.3887,306.3,1.0,1.0,2026-01-01,750,Aqua,MODIS,54,61.03,292.0,4.7,D,0,archive
19.0236,105.4037,323.1,1.0,1.0,2026-01-01,750,Aqua,MODIS,70,61.03,295.7,18.1,D,0,archive
18.9767,105.095,306.4,1.0,1.0,2026-01-01,750,Aqua,MODIS,43,61.03,295.0,4.4,D,0,archive
18.9974,105.0526,307.8,1.0,1.0,2026-01-01,750,Aqua,MODIS,37,61.03,295.8,4.5,D,0,archive
19.0773,105.4613,316.5,1.0,1.0,2026-01-01,750,Aqua,MODIS,75,61.03,296.6,11.2,D,0,archive
19.0223,105.0967,307.4,1.0,1.0,2026-01-01,750,Aqua,MODIS,44,61.03,294.0,4.3,D,0,archive
19.073,105.0048,313.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,71,61.03,295.0,8.9,D,0,archive
19.1611,105.5269,306.5,1.0,1.0,2026-01-01,750,Aqua,MODIS,57,61.03,294.9,3.2,D,0,archive
19.1597,105.5177,307.8,1.0,1.0,2026-01-01,750,Aqua,MODIS,58,61.03,295.6,4.2,D,0,archive
19.1924,105.6165,307.6,1.0,1.0,2026-01-01,750,Aqua,MODIS,55,61.03,295.6,4.7,D,0,archive
19.0909,104.9434,307.5,1.0,1.0,2026-01-01,750,Aqua,MODIS,53,61.03,292.0,5.5,D,0,archive
19.1707,105.4112,307.0,1.0,1.0,2026-01-01,750,Aqua,MODIS,43,61.03,294.1,4.5,D,0,archive
19.1,104.8833,312.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,70,61.03,295.4,8.3,D,0,archive
19.1098,104.8161,309.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,66,61.03,295.7,6.7,D,0,archive
19.1083,104.8065,316.3,1.0,1.0,2026-01-01,750,Aqua,MODIS,75,61.03,295.5,12.5,D,0,archive
19.217,105.3396,305.7,1.0,1.0,2026-01-01,750,Aqua,MODIS,52,61.03,295.1,4.2,D,0,archive
19.2559,105.4188,309.4,1.0,1.0,2026-01-01,750,Aqua,MODIS,66,61.03,296.6,5.3,D,0,archive
19.3002,105.5198,310.1,1.0,1.0,2026-01-01,750,Aqua,MODIS,68,61.03,295.0,6.3,D,0,archive
19.3283,105.6477,315.8,1.0,1.0,2026-01-01,750,Aqua,MODIS,75,61.03,296.1,11.0,D,0,archive
19.2311,104.9465,303.7,1.0,1.0,2026-01-01,750,Aqua,MODIS,49,61.03,292.6,4.3,D,0,archive
19.3043,105.0694,325.3,1.0,1.0,2026-01-01,750,Aqua,MODIS,83,61.03,294.9,22.2,D,0,archive
19.4033,105.4674,310.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,68,61.03,296.1,6.6,D,0,archive
19.4411,105.48,309.6,1.0,1.0,2026-01-01,750,Aqua,MODIS,55,61.03,294.3,6.1,D,0,archive
19.2603,104.2378,315.1,1.1,1.0,2026-01-01,750,Aqua,MODIS,75,61.03,294.2,13.8,D,0,archive
19.3898,105.0195,307.1,1.0,1.0,2026-01-01,750,Aqua,MODIS,63,61.03,293.2,6.8,D,0,archive
19.4979,104.9305,321.4,1.0,1.0,2026-01-01,750,Aqua,MODIS,70,61.03,293.8,17.3,D,0,archive
19.5312,105.0889,309.8,1.0,1.0,2026-01-01,750,Aqua,MODIS,66,61.03,294.0,7.3,D,0,archive
19.5297,105.0795,313.0,1.0,1.0,2026-01-01,750,Aqua,MODIS,72,61.03,294.3,10.1,D,0,archive
19.6055,105.1628,308.0,1.0,1.0,2026-01-01,750,Aqua,MODIS,64,61.03,294.2,5.4,D,0,archive
19.6806,105.2305,305.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,49,61.03,294.0,5.0,D,0,archive
19.7118,105.378,311.3,1.0,1.0,2026-01-01,750,Aqua,MODIS,70,61.03,294.1,8.2,D,0,archive
19.7104,105.3687,310.9,1.0,1.0,2026-01-01,750,Aqua,MODIS,69,61.03,294.2,8.1,D,0,archive
19.7376,105.4307,316.1,1.0,1.0,2026-01-01,750,Aqua,MODIS,75,61.03,294.8,11.5,D,0,archive
19.7445,105.3945,306.9,1.0,1.0,2026-01-01,750,Aqua,MODIS,59,61.03,294.9,4.7,D,0,archive
19.7431,105.3853,306.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,53,61.03,294.6,4.4,D,0,archive
19.8168,105.4584,306.3,1.0,1.0,2026-01-01,750,Aqua,MODIS,61,61.03,293.5,4.9,D,0,archive
19.8155,105.4491,309.1,1.0,1.0,2026-01-01,750,Aqua,MODIS,67,61.03,294.4,6.8,D,0,archive
19.848,105.352,303.2,1.0,1.0,2026-01-01,750,Aqua,MODIS,26,61.03,290.1,3.7,D,0,archive
19.9482,104.7933,320.6,1.0,1.0,2026-01-01,750,Aqua,MODIS,80,61.03,293.7,18.2,D,0,archive
20.1584,105.3281,308.6,1.0,1.0,2026-01-01,750,Aqua,MODIS,67,61.03,295.0,6.2,D,0,archive
20.5277,105.3836,311.0,1.0,1.0,2026-01-01,750,Aqua,MODIS,61,61.03,290.7,7.8,D,0,archive
20.5263,105.3743,323.9,1.0,1.0,2026-01-01,750,Aqua,MODIS,78,61.03,294.2,19.3,D,0,archive
22.4038,103.3195,305.1,1.1,1.0,2026-01-01,751,Aqua,MODIS,56,61.03,294.2,5.2,D,0,archive
13.7053,108.5186,301.0,1.9,1.4,2026-01-01,1405,Terra,MODIS,36,61.03,288.9,12.5,N,0,archive
13.6213,108.3782,306.7,1.9,1.3,2026-01-01,1405,Terra,MODIS,69,61.03,289.3,20.5,N,0,archive
13.6162,108.3731,306.1,1.9,1.3,2026-01-01,1405,Terra,MODIS,67,61.03,289.5,18.6,N,0,archive
10.6201,107.1257,308.6,1.5,1.2,2026-01-02,218,Terra,MODIS,58,61.03,293.7,7.1,D,0,archive
12.5211,109.0567,312.1,1.5,1.2,2026-01-03,726,Aqua,MODIS,58,61.03,282.9,12.3,D,0,archive
11.8992,106.5088,314.1,2.3,1.5,2026-01-03,726,Aqua,MODIS,67,61.03,291.6,26.0,D,0,archive
11.8977,106.5041,317.6,2.3,1.5,2026-01-03,726,Aqua,MODIS,71,61.03,291.6,35.1,D,0,archive
12.3696,109.0015,307.3,1.5,1.2,2026-01-03,726,Aqua,MODIS,59,61.03,286.3,11.2,D,0,archive
13.3231,108.5367,305.6,1.5,1.2,2026-01-03,727,Aqua,MODIS,23,61.03,283.5,9.3,D,0,archive
13.6949,109.1178,306.0,1.4,1.2,2026-01-03,727,Aqua,MODIS,51,61.03,285.8,8.4,D,0,archive
21.4866,103.0384,302.0,2.7,1.6,2026-01-03,729,Aqua,MODIS,20,61.03,287.6,16.8,D,0,archive
10.6248,107.631,300.4,1.0,1.0,2026-01-03,1345,Terra,MODIS,22,61.03,280.7,5.0,N,0,archive
11.1225,107.2989,304.8,1.0,1.0,2026-01-03,1345,Terra,MODIS,62,61.03,271.2,9.0,N,0,archive
13.8286,108.4599,312.1,1.0,1.0,2026-01-03,1346,Terra,MODIS,84,61.03,277.2,12.9,N,0,archive
13.8323,108.4873,309.3,1.0,1.0,2026-01-03,1346,Terra,MODIS,77,61.03,276.4,11.4,N,0,archive
12.8872,107.8146,304.4,1.0,1.0,2026-01-04,158,Terra,MODIS,55,61.03,285.9,5.0,D,0,archive
11.8577,108.7476,311.2,1.0,1.0,2026-01-04,158,Terra,MODIS,69,61.03,294.3,6.8,D,0,archive
11.1605,106.1075,307.1,1.1,1.0,2026-01-04,159,Terra,MODIS,59,61.03,292.9,4.6,D,0,archive
11.6901,106.683,308.9,1.3,1.1,2026-01-04,804,Aqua,MODIS,57,61.03,284.9,8.2,D,0,archive
11.6653,105.8153,319.7,1.1,1.1,2026-01-04,804,Aqua,MODIS,73,61.03,299.8,13.3,D,0,archive
10.6472,105.976,310.6,1.1,1.1,2026-01-04,804,Aqua,MODIS,60,61.03,291.8,6.0,D,0,archive
10.5944,105.6049,308.6,1.1,1.0,2026-01-04,804,Aqua,MODIS,39,61.03,292.9,4.5,D,0,archive
10.6696,105.8861,315.9,1.1,1.1,2026-01-04,804,Aqua,MODIS,69,61.03,294.0,10.4,D,2,archive
11.1829,105.9841,323.8,1.1,1.1,2026-01-04,804,Aqua,MODIS,79,61.03,299.8,17.2,D,0,archive
11.1814,105.974,324.8,1.1,1.1,2026-01-04,804,Aqua,MODIS,79,61.03,300.4,18.7,D,0,archive
12.34,107.1863,314.5,1.4,1.2,2026-01-04,805,Aqua,MODIS,68,61.03,290.6,15.7,D,0,archive
19.1329,105.5252,305.0,1.3,1.1,2026-01-04,806,Aqua,MODIS,44,61.03,291.5,6.7,D,0,archive
21.5566,105.9903,310.4,1.6,1.2,2026-01-04,807,Aqua,MODIS,0,61.03,286.9,17.3,D,0,archive
20.0504,105.5115,306.1,1.4,1.2,2026-01-04,807,Aqua,MODIS,39,61.03,288.3,6.6,D,0,archive
14.0799,107.3281,306.6,3.9,1.8,2026-01-04,1425,Terra,MODIS,69,61.03,287.4,59.8,N,0,archive
14.0722,107.3354,301.5,3.9,1.8,2026-01-04,1425,Terra,MODIS,25,61.03,287.4,34.3,N,0,archive
14.0848,107.3437,304.2,3.2,1.7,2026-01-05,237,Terra,MODIS,42,61.03,286.2,21.5,D,0,archive
14.0858,107.3372,301.5,3.2,1.7,2026-01-05,237,Terra,MODIS,15,61.03,285.4,14.5,D,0,archive
14.0818,107.3391,313.4,1.8,1.3,2026-01-05,1326,Terra,MODIS,87,61.03,292.0,26.3,N,0,archive
14.0792,107.3231,302.7,1.8,1.3,2026-01-05,1326,Terra,MODIS,51,61.03,291.4,9.8,N,0,archive
13.4052,108.1114,311.7,1.0,1.0,2026-01-06,743,Aqua,MODIS,46,61.03,297.6,5.4,D,0,archive
13.5085,107.8196,335.6,1.0,1.0,2026-01-06,743,Aqua,MODIS,88,61.03,299.8,31.3,D,0,archive
13.1614,107.6027,312.7,1.0,1.0,2026-01-06,743,Aqua,MODIS,57,61.03,298.4,6.2,D,0,archive
13.1811,107.5521,311.7,1.0,1.0,2026-01-06,743,Aqua,MODIS,60,61.03,298.1,5.4,D,0,archive
13.1829,107.5043,312.7,1.0,1.0,2026-01-06,743,Aqua,MODIS,62,61.03,299.1,6.1,D,0,archive
13.2265,107.5383,311.8,1.0,1.0,2026-01-06,743,Aqua,MODIS,58,61.03,298.4,5.6,D,0,archive
13.2546,107.5433,322.2,1.0,1.0,2026-01-06,743,Aqua,MODIS,76,61.03,298.7,15.3,D,0,archive
13.2532,107.5341,314.8,1.0,1.0,2026-01-06,743,Aqua,MODIS,66,61.03,298.1,8.2,D,0,archive
14.0724,107.3283,341.9,1.0,1.0,2026-01-06,744,Aqua,MODIS,87,61.03,293.2,45.6,D,0,archive
14.7106,107.5605,307.6,1.0,1.0,2026-01-06,744,Aqua,MODIS,40,61.03,296.3,6.2,D,0,archive
14.0365,108.3242,308.3,1.0,1.0,2026-01-06,744,Aqua,MODIS,51,61.03,294.1,5.4,D,0,archive
13.9151,107.4515,311.5,1.0,1.0,2026-01-06,744,Aqua,MODIS,47,61.03,300.8,4.2,D,0,archive
14.3241,107.3937,305.6,1.0,1.0,2026-01-06,744,Aqua,MODIS,37,61.03,293.1,5.0,D,0,archive
14.073,107.3358,307.3,1.6,1.2,2026-01-06,1405,Terra,MODIS,71,61.03,278.9,18.7,N,0,archive
14.0839,107.3335,302.3,1.6,1.2,2026-01-06,1405,Terra,MODIS,38,61.03,278.1,12.1,N,0,archive
14.0797,107.3397,303.1,1.2,1.1,2026-01-06,1955,Aqua,MODIS,53,61.03,281.1,9.6,N,0,archive
